sample_id,input_start_date,input_end_date,forecast_origin_date,target_date,lookback_days,forecast_horizon_days,window_stride_days,config_id,split
591,2021-11-07,2021-11-13,2021-11-13,2021-11-20,7,7,1,L7_H7_S1,train
592,2021-11-08,2021-11-14,2021-11-14,2021-11-21,7,7,1,L7_H7_S1,train
593,2021-11-09,2021-11-15,2021-11-15,2021-11-22,7,7,1,L7_H7_S1,train
594,2021-11-10,2021-11-16,2021-11-16,2021-11-23,7,7,1,L7_H7_S1,train
595,2021-11-11,2021-11-17,2021-11-17,2021-11-24,7,7,1,L7_H7_S1,train
596,2021-11-12,2021-11-18,2021-11-18,2021-11-25,7,7,1,L7_H7_S1,train
597,2021-11-13,2021-11-19,2021-11-19,2021-11-26,7,7,1,L7_H7_S1,train
598,2021-11-14,2021-11-20,2021-11-20,2021-11-27,7,7,1,L7_H7_S1,train
599,2021-11-15,2021-11-21,2021-11-21,2021-11-28,7,7,1,L7_H7_S1,train
600,2021-11-16,2021-11-22,2021-11-22,2021-11-29,7,7,1,L7_H7_S1,train
601,2021-11-17,2021-11-23,2021-11-23,2021-11-30,7,7,1,L7_H7_S1,train
602,2021-11-18,2021-11-24,2021-11-24,2021-12-01,7,7,1,L7_H7_S1,train
603,2021-11-19,2021-11-25,2021-11-25,2021-12-02,7,7,1,L7_H7_S1,train
604,2021-11-20,2021-11-26,2021-11-26,2021-12-03,7,7,1,L7_H7_S1,train
605,2021-11-21,2021-11-27,2021-11-27,2021-12-04,7,7,1,L7_H7_S1,train
606,2021-11-22,2021-11-28,2021-11-28,2021-12-05,7,7,1,L7_H7_S1,train
607,2021-11-23,2021-11-29,2021-11-29,2021-12-06,7,7,1,L7_H7_S1,train
608,2021-11-24,2021-11-30,2021-11-30,2021-12-07,7,7,1,L7_H7_S1,train
609,2021-11-25,2021-12-01,2021-12-01,2021-12-08,7,7,1,L7_H7_S1,train
610,2021-11-26,2021-12-02,2021-12-02,2021-12-09,7,7,1,L7_H7_S1,train
611,2021-11-27,2021-12-03,2021-12-03,2021-12-10,7,7,1,L7_H7_S1,train
612,2021-11-28,2021-12-04,2021-12-04,2021-12-11,7,7,1,L7_H7_S1,train
613,2021-11-29,2021-12-05,2021-12-05,2021-12-12,7,7,1,L7_H7_S1,train
614,2021-11-30,2021-12-06,2021-12-06,2021-12-13,7,7,1,L7_H7_S1,train
615,2021-12-01,2021-12-07,2021-12-07,2021-12-14,7,7,1,L7_H7_S1,train
616,2021-12-02,2021-12-08,2021-12-08,2021-12-15,7,7,1,L7_H7_S1,train
617,2021-12-03,2021-12-09,2021-12-09,2021-12-16,7,7,1,L7_H7_S1,train
618,2021-12-04,2021-12-10,2021-12-10,2021-12-17,7,7,1,L7_H7_S1,train
619,2021-12-05,2021-12-11,2021-12-11,2021-12-18,7,7,1,L7_H7_S1,train
620,2021-12-06,2021-12-12,2021-12-12,2021-12-19,7,7,1,L7_H7_S1,train
621,2021-12-07,2021-12-13,2021-12-13,2021-12-20,7,7,1,L7_H7_S1,train
622,2021-12-08,2021-12-14,2021-12-14,2021-12-21,7,7,1,L7_H7_S1,train
623,2021-12-09,2021-12-15,2021-12-15,2021-12-22,7,7,1,L7_H7_S1,train
624,2021-12-10,2021-12-16,2021-12-16,2021-12-23,7,7,1,L7_H7_S1,train
625,2021-12-11,2021-12-17,2021-12-17,2021-12-24,7,7,1,L7_H7_S1,train
626,2021-12-12,2021-12-18,2021-12-18,2021-12-25,7,7,1,L7_H7_S1,train
627,2021-12-13,2021-12-19,2021-12-19,2021-12-26,7,7,1,L7_H7_S1,train
628,2021-12-14,2021-12-20,2021-12-20,2021-12-27,7,7,1,L7_H7_S1,train
629,2021-12-15,2021-12-21,2021-12-21,2021-12-28,7,7,1,L7_H7_S1,train
630,2021-12-16,2021-12-22,2021-12-22,2021-12-29,7,7,1,L7_H7_S1,train
631,2021-12-17,2021-12-23,2021-12-23,2021-12-30,7,7,1,L7_H7_S1,train
632,2021-12-18,2021-12-24,2021-12-24,2021-12-31,7,7,1,L7_H7_S1,train
633,2021-12-19,2021-12-25,2021-12-25,2022-01-01,7,7,1,L7_H7_S1,train
634,2021-12-20,2021-12-26,2021-12-26,2022-01-02,7,7,1,L7_H7_S1,train
635,2021-12-21,2021-12-27,2021-12-27,2022-01-03,7,7,1,L7_H7_S1,train
636,2021-12-22,2021-12-28,2021-12-28,2022-01-04,7,7,1,L7_H7_S1,train
637,2021-12-23,2021-12-29,2021-12-29,2022-01-05,7,7,1,L7_H7_S1,train
638,2021-12-24,2021-12-30,2021-12-30,2022-01-06,7,7,1,L7_H7_S1,train
639,2021-12-25,2021-12-31,2021-12-31,2022-01-07,7,7,1,L7_H7_S1,train
640,2021-12-26,2022-01-01,2022-01-01,2022-01-08,7,7,1,L7_H7_S1,train
641,2021-12-27,2022-01-02,2022-01-02,2022-01-09,7,7,1,L7_H7_S1,train
642,2021-12-28,2022-01-03,2022-01-03,2022-01-10,7,7,1,L7_H7_S1,train
643,2021-12-29,2022-01-04,2022-01-04,2022-01-11,7,7,1,L7_H7_S1,train
644,2021-12-30,2022-01-05,2022-01-05,2022-01-12,7,7,1,L7_H7_S1,train
645,2021-12-31,2022-01-06,2022-01-06,2022-01-13,7,7,1,L7_H7_S1,train
646,2022-01-01,2022-01-07,2022-01-07,2022-01-14,7,7,1,L7_H7_S1,train
647,2022-01-02,2022-01-08,2022-01-08,2022-01-15,7,7,1,L7_H7_S1,train
648,2022-01-03,2022-01-09,2022-01-09,2022-01-16,7,7,1,L7_H7_S1,train
649,2022-01-04,2022-01-10,2022-01-10,2022-01-17,7,7,1,L7_H7_S1,train
650,2022-01-05,2022-01-11,2022-01-11,2022-01-18,7,7,1,L7_H7_S1,train
651,2022-01-06,2022-01-12,2022-01-12,2022-01-19,7,7,1,L7_H7_S1,train
652,2022-01-07,2022-01-13,2022-01-13,2022-01-20,7,7,1,L7_H7_S1,train
653,2022-01-08,2022-01-14,2022-01-14,2022-01-21,7,7,1,L7_H7_S1,train
654,2022-01-09,2022-01-15,2022-01-15,2022-01-22,7,7,1,L7_H7_S1,train
655,2022-01-10,2022-01-16,2022-01-16,2022-01-23,7,7,1,L7_H7_S1,train
656,2022-01-11,2022-01-17,2022-01-17,2022-01-24,7,7,1,L7_H7_S1,train
657,2022-01-12,2022-01-18,2022-01-18,2022-01-25,7,7,1,L7_H7_S1,train
658,2022-01-13,2022-01-19,2022-01-19,2022-01-26,7,7,1,L7_H7_S1,train
659,2022-01-14,2022-01-20,2022-01-20,2022-01-27,7,7,1,L7_H7_S1,train
660,2022-01-15,2022-01-21,2022-01-21,2022-01-28,7,7,1,L7_H7_S1,train
661,2022-01-16,2022-01-22,2022-01-22,2022-01-29,7,7,1,L7_H7_S1,train
662,2022-01-17,2022-01-23,2022-01-23,2022-01-30,7,7,1,L7_H7_S1,train
663,2022-01-18,2022-01-24,2022-01-24,2022-01-31,7,7,1,L7_H7_S1,train
664,2022-01-19,2022-01-25,2022-01-25,2022-02-01,7,7,1,L7_H7_S1,train
665,2022-01-20,2022-01-26,2022-01-26,2022-02-02,7,7,1,L7_H7_S1,train
666,2022-01-21,2022-01-27,2022-01-27,2022-02-03,7,7,1,L7_H7_S1,train
667,2022-01-22,2022-01-28,2022-01-28,2022-02-04,7,7,1,L7_H7_S1,train
668,2022-01-23,2022-01-29,2022-01-29,2022-02-05,7,7,1,L7_H7_S1,train
669,2022-01-24,2022-01-30,2022-01-30,2022-02-06,7,7,1,L7_H7_S1,train
670,2022-01-25,2022-01-31,2022-01-31,2022-02-07,7,7,1,L7_H7_S1,train
671,2022-01-26,2022-02-01,2022-02-01,2022-02-08,7,7,1,L7_H7_S1,train
672,2022-01-27,2022-02-02,2022-02-02,2022-02-09,7,7,1,L7_H7_S1,train
673,2022-01-28,2022-02-03,2022-02-03,2022-02-10,7,7,1,L7_H7_S1,train
674,2022-01-29,2022-02-04,2022-02-04,2022-02-11,7,7,1,L7_H7_S1,train
675,2022-01-30,2022-02-05,2022-02-05,2022-02-12,7,7,1,L7_H7_S1,train
676,2022-01-31,2022-02-06,2022-02-06,2022-02-13,7,7,1,L7_H7_S1,train
677,2022-02-01,2022-02-07,2022-02-07,2022-02-14,7,7,1,L7_H7_S1,train
678,2022-02-02,2022-02-08,2022-02-08,2022-02-15,7,7,1,L7_H7_S1,train
679,2022-02-03,2022-02-09,2022-02-09,2022-02-16,7,7,1,L7_H7_S1,train
680,2022-02-04,2022-02-10,2022-02-10,2022-02-17,7,7,1,L7_H7_S1,train
681,2022-02-05,2022-02-11,2022-02-11,2022-02-18,7,7,1,L7_H7_S1,train
682,2022-02-06,2022-02-12,2022-02-12,2022-02-19,7,7,1,L7_H7_S1,train
683,2022-02-07,2022-02-13,2022-02-13,2022-02-20,7,7,1,L7_H7_S1,train
684,2022-02-08,2022-02-14,2022-02-14,2022-02-21,7,7,1,L7_H7_S1,train
685,2022-02-09,2022-02-15,2022-02-15,2022-02-22,7,7,1,L7_H7_S1,validation
686,2022-02-10,2022-02-16,2022-02-16,2022-02-23,7,7,1,L7_H7_S1,validation
687,2022-02-11,2022-02-17,2022-02-17,2022-02-24,7,7,1,L7_H7_S1,validation
688,2022-02-12,2022-02-18,2022-02-18,2022-02-25,7,7,1,L7_H7_S1,validation
689,2022-02-13,2022-02-19,2022-02-19,2022-02-26,7,7,1,L7_H7_S1,validation
690,2022-02-14,2022-02-20,2022-02-20,2022-02-27,7,7,1,L7_H7_S1,validation
691,2022-02-15,2022-02-21,2022-02-21,2022-02-28,7,7,1,L7_H7_S1,validation
692,2022-02-16,2022-02-22,2022-02-22,2022-03-01,7,7,1,L7_H7_S1,validation
693,2022-02-17,2022-02-23,2022-02-23,2022-03-02,7,7,1,L7_H7_S1,validation
694,2022-02-18,2022-02-24,2022-02-24,2022-03-03,7,7,1,L7_H7_S1,validation
695,2022-02-19,2022-02-25,2022-02-25,2022-03-04,7,7,1,L7_H7_S1,validation
696,2022-02-20,2022-02-26,2022-02-26,2022-03-05,7,7,1,L7_H7_S1,validation
697,2022-02-21,2022-02-27,2022-02-27,2022-03-06,7,7,1,L7_H7_S1,validation
698,2022-02-22,2022-02-28,2022-02-28,2022-03-07,7,7,1,L7_H7_S1,validation
699,2022-02-23,2022-03-01,2022-03-01,2022-03-08,7,7,1,L7_H7_S1,validation
700,2022-02-24,2022-03-02,2022-03-02,2022-03-09,7,7,1,L7_H7_S1,validation
701,2022-02-25,2022-03-03,2022-03-03,2022-03-10,7,7,1,L7_H7_S1,validation
702,2022-02-26,2022-03-04,2022-03-04,2022-03-11,7,7,1,L7_H7_S1,validation
703,2022-02-27,2022-03-05,2022-03-05,2022-03-12,7,7,1,L7_H7_S1,validation
704,2022-02-28,2022-03-06,2022-03-06,2022-03-13,7,7,1,L7_H7_S1,validation
705,2022-03-01,2022-03-07,2022-03-07,2022-03-14,7,7,1,L7_H7_S1,validation
706,2022-03-02,2022-03-08,2022-03-08,2022-03-15,7,7,1,L7_H7_S1,validation
707,2022-03-03,2022-03-09,2022-03-09,2022-03-16,7,7,1,L7_H7_S1,validation
708,2022-03-04,2022-03-10,2022-03-10,2022-03-17,7,7,1,L7_H7_S1,validation
709,2022-03-05,2022-03-11,2022-03-11,2022-03-18,7,7,1,L7_H7_S1,validation
710,2022-03-06,2022-03-12,2022-03-12,2022-03-19,7,7,1,L7_H7_S1,validation
711,2022-03-07,2022-03-13,2022-03-13,2022-03-20,7,7,1,L7_H7_S1,validation
712,2022-03-08,2022-03-14,2022-03-14,2022-03-21,7,7,1,L7_H7_S1,validation
713,2022-03-09,2022-03-15,2022-03-15,2022-03-22,7,7,1,L7_H7_S1,validation
714,2022-03-10,2022-03-16,2022-03-16,2022-03-23,7,7,1,L7_H7_S1,validation
715,2022-03-11,2022-03-17,2022-03-17,2022-03-24,7,7,1,L7_H7_S1,validation
716,2022-03-12,2022-03-18,2022-03-18,2022-03-25,7,7,1,L7_H7_S1,validation
717,2022-03-13,2022-03-19,2022-03-19,2022-03-26,7,7,1,L7_H7_S1,validation
718,2022-03-14,2022-03-20,2022-03-20,2022-03-27,7,7,1,L7_H7_S1,validation
719,2022-03-15,2022-03-21,2022-03-21,2022-03-28,7,7,1,L7_H7_S1,validation
720,2022-03-16,2022-03-22,2022-03-22,2022-03-29,7,7,1,L7_H7_S1,validation
721,2022-03-17,2022-03-23,2022-03-23,2022-03-30,7,7,1,L7_H7_S1,validation
722,2022-03-18,2022-03-24,2022-03-24,2022-03-31,7,7,1,L7_H7_S1,validation
723,2022-03-19,2022-03-25,2022-03-25,2022-04-01,7,7,1,L7_H7_S1,validation
724,2022-03-20,2022-03-26,2022-03-26,2022-04-02,7,7,1,L7_H7_S1,validation
725,2022-03-21,2022-03-27,2022-03-27,2022-04-03,7,7,1,L7_H7_S1,validation
726,2022-03-22,2022-03-28,2022-03-28,2022-04-04,7,7,1,L7_H7_S1,validation
727,2022-03-23,2022-03-29,2022-03-29,2022-04-05,7,7,1,L7_H7_S1,validation
728,2022-03-24,2022-03-30,2022-03-30,2022-04-06,7,7,1,L7_H7_S1,validation
729,2022-03-25,2022-03-31,2022-03-31,2022-04-07,7,7,1,L7_H7_S1,validation
730,2022-03-26,2022-04-01,2022-04-01,2022-04-08,7,7,1,L7_H7_S1,validation
731,2022-03-27,2022-04-02,2022-04-02,2022-04-09,7,7,1,L7_H7_S1,validation
732,2022-03-28,2022-04-03,2022-04-03,2022-04-10,7,7,1,L7_H7_S1,validation
733,2022-03-29,2022-04-04,2022-04-04,2022-04-11,7,7,1,L7_H7_S1,validation
734,2022-03-30,2022-04-05,2022-04-05,2022-04-12,7,7,1,L7_H7_S1,validation
735,2022-03-31,2022-04-06,2022-04-06,2022-04-13,7,7,1,L7_H7_S1,validation
736,2022-04-01,2022-04-07,2022-04-07,2022-04-14,7,7,1,L7_H7_S1,validation
737,2022-04-02,2022-04-08,2022-04-08,2022-04-15,7,7,1,L7_H7_S1,validation
738,2022-04-03,2022-04-09,2022-04-09,2022-04-16,7,7,1,L7_H7_S1,validation
739,2022-04-04,2022-04-10,2022-04-10,2022-04-17,7,7,1,L7_H7_S1,validation
740,2022-04-05,2022-04-11,2022-04-11,2022-04-18,7,7,1,L7_H7_S1,validation
741,2022-04-06,2022-04-12,2022-04-12,2022-04-19,7,7,1,L7_H7_S1,validation
742,2022-04-07,2022-04-13,2022-04-13,2022-04-20,7,7,1,L7_H7_S1,validation
743,2022-04-08,2022-04-14,2022-04-14,2022-04-21,7,7,1,L7_H7_S1,validation
744,2022-04-09,2022-04-15,2022-04-15,2022-04-22,7,7,1,L7_H7_S1,validation
745,2022-04-10,2022-04-16,2022-04-16,2022-04-23,7,7,1,L7_H7_S1,validation
746,2022-04-11,2022-04-17,2022-04-17,2022-04-24,7,7,1,L7_H7_S1,validation
747,2022-04-12,2022-04-18,2022-04-18,2022-04-25,7,7,1,L7_H7_S1,validation
748,2022-04-13,2022-04-19,2022-04-19,2022-04-26,7,7,1,L7_H7_S1,validation
749,2022-04-14,2022-04-20,2022-04-20,2022-04-27,7,7,1,L7_H7_S1,validation
750,2022-04-15,2022-04-21,2022-04-21,2022-04-28,7,7,1,L7_H7_S1,validation
751,2022-04-16,2022-04-22,2022-04-22,2022-04-29,7,7,1,L7_H7_S1,validation
752,2022-04-17,2022-04-23,2022-04-23,2022-04-30,7,7,1,L7_H7_S1,validation
753,2022-04-18,2022-04-24,2022-04-24,2022-05-01,7,7,1,L7_H7_S1,validation
754,2022-04-19,2022-04-25,2022-04-25,2022-05-02,7,7,1,L7_H7_S1,validation
755,2022-04-20,2022-04-26,2022-04-26,2022-05-03,7,7,1,L7_H7_S1,validation
756,2022-04-21,2022-04-27,2022-04-27,2022-05-04,7,7,1,L7_H7_S1,validation
757,2022-04-22,2022-04-28,2022-04-28,2022-05-05,7,7,1,L7_H7_S1,validation
758,2022-04-23,2022-04-29,2022-04-29,2022-05-06,7,7,1,L7_H7_S1,validation
759,2022-04-24,2022-04-30,2022-04-30,2022-05-07,7,7,1,L7_H7_S1,validation
760,2022-04-25,2022-05-01,2022-05-01,2022-05-08,7,7,1,L7_H7_S1,validation
761,2022-04-26,2022-05-02,2022-05-02,2022-05-09,7,7,1,L7_H7_S1,validation
762,2022-04-27,2022-05-03,2022-05-03,2022-05-10,7,7,1,L7_H7_S1,validation
763,2022-04-28,2022-05-04,2022-05-04,2022-05-11,7,7,1,L7_H7_S1,validation
764,2022-04-29,2022-05-05,2022-05-05,2022-05-12,7,7,1,L7_H7_S1,validation
765,2022-04-30,2022-05-06,2022-05-06,2022-05-13,7,7,1,L7_H7_S1,validation
766,2022-05-01,2022-05-07,2022-05-07,2022-05-14,7,7,1,L7_H7_S1,validation
767,2022-05-02,2022-05-08,2022-05-08,2022-05-15,7,7,1,L7_H7_S1,validation
768,2022-05-03,2022-05-09,2022-05-09,2022-05-16,7,7,1,L7_H7_S1,validation
769,2022-05-04,2022-05-10,2022-05-10,2022-05-17,7,7,1,L7_H7_S1,validation
770,2022-05-05,2022-05-11,2022-05-11,2022-05-18,7,7,1,L7_H7_S1,validation
771,2022-05-06,2022-05-12,2022-05-12,2022-05-19,7,7,1,L7_H7_S1,validation
772,2022-05-07,2022-05-13,2022-05-13,2022-05-20,7,7,1,L7_H7_S1,validation
773,2022-05-08,2022-05-14,2022-05-14,2022-05-21,7,7,1,L7_H7_S1,validation
774,2022-05-09,2022-05-15,2022-05-15,2022-05-22,7,7,1,L7_H7_S1,validation
775,2022-05-10,2022-05-16,2022-05-16,2022-05-23,7,7,1,L7_H7_S1,validation
776,2022-05-11,2022-05-17,2022-05-17,2022-05-24,7,7,1,L7_H7_S1,validation
777,2022-05-12,2022-05-18,2022-05-18,2022-05-25,7,7,1,L7_H7_S1,validation
778,2022-05-13,2022-05-19,2022-05-19,2022-05-26,7,7,1,L7_H7_S1,validation
779,2022-05-14,2022-05-20,2022-05-20,2022-05-27,7,7,1,L7_H7_S1,validation
780,2022-05-15,2022-05-21,2022-05-21,2022-05-28,7,7,1,L7_H7_S1,validation
781,2022-05-16,2022-05-22,2022-05-22,2022-05-29,7,7,1,L7_H7_S1,validation
782,2022-05-17,2022-05-23,2022-05-23,2022-05-30,7,7,1,L7_H7_S1,validation
783,2022-05-18,2022-05-24,2022-05-24,2022-05-31,7,7,1,L7_H7_S1,validation
784,2022-05-19,2022-05-25,2022-05-25,2022-06-01,7,7,1,L7_H7_S1,validation
785,2022-05-20,2022-05-26,2022-05-26,2022-06-02,7,7,1,L7_H7_S1,validation
786,2022-05-21,2022-05-27,2022-05-27,2022-06-03,7,7,1,L7_H7_S1,validation
787,2022-05-22,2022-05-28,2022-05-28,2022-06-04,7,7,1,L7_H7_S1,validation
788,2022-05-23,2022-05-29,2022-05-29,2022-06-05,7,7,1,L7_H7_S1,validation
789,2022-05-24,2022-05-30,2022-05-30,2022-06-06,7,7,1,L7_H7_S1,validation
790,2022-05-25,2022-05-31,2022-05-31,2022-06-07,7,7,1,L7_H7_S1,test
791,2022-05-26,2022-06-01,2022-06-01,2022-06-08,7,7,1,L7_H7_S1,test
792,2022-05-27,2022-06-02,2022-06-02,2022-06-09,7,7,1,L7_H7_S1,test
793,2022-05-28,2022-06-03,2022-06-03,2022-06-10,7,7,1,L7_H7_S1,test
794,2022-05-29,2022-06-04,2022-06-04,2022-06-11,7,7,1,L7_H7_S1,test
795,2022-05-30,2022-06-05,2022-06-05,2022-06-12,7,7,1,L7_H7_S1,test
796,2022-05-31,2022-06-06,2022-06-06,2022-06-13,7,7,1,L7_H7_S1,test
797,2022-06-01,2022-06-07,2022-06-07,2022-06-14,7,7,1,L7_H7_S1,test
798,2022-06-02,2022-06-08,2022-06-08,2022-06-15,7,7,1,L7_H7_S1,test
799,2022-06-03,2022-06-09,2022-06-09,2022-06-16,7,7,1,L7_H7_S1,test
800,2022-06-04,2022-06-10,2022-06-10,2022-06-17,7,7,1,L7_H7_S1,test
801,2022-06-05,2022-06-11,2022-06-11,2022-06-18,7,7,1,L7_H7_S1,test
802,2022-06-06,2022-06-12,2022-06-12,2022-06-19,7,7,1,L7_H7_S1,test
803,2022-06-07,2022-06-13,2022-06-13,2022-06-20,7,7,1,L7_H7_S1,test
804,2022-06-08,2022-06-14,2022-06-14,2022-06-21,7,7,1,L7_H7_S1,test
805,2022-06-09,2022-06-15,2022-06-15,2022-06-22,7,7,1,L7_H7_S1,test
806,2022-06-10,2022-06-16,2022-06-16,2022-06-23,7,7,1,L7_H7_S1,test
807,2022-06-11,2022-06-17,2022-06-17,2022-06-24,7,7,1,L7_H7_S1,test
808,2022-06-12,2022-06-18,2022-06-18,2022-06-25,7,7,1,L7_H7_S1,test
809,2022-06-13,2022-06-19,2022-06-19,2022-06-26,7,7,1,L7_H7_S1,test
810,2022-06-14,2022-06-20,2022-06-20,2022-06-27,7,7,1,L7_H7_S1,test
811,2022-06-15,2022-06-21,2022-06-21,2022-06-28,7,7,1,L7_H7_S1,test
812,2022-06-16,2022-06-22,2022-06-22,2022-06-29,7,7,1,L7_H7_S1,test
813,2022-06-17,2022-06-23,2022-06-23,2022-06-30,7,7,1,L7_H7_S1,test
814,2022-06-18,2022-06-24,2022-06-24,2022-07-01,7,7,1,L7_H7_S1,test
815,2022-06-19,2022-06-25,2022-06-25,2022-07-02,7,7,1,L7_H7_S1,test
816,2022-06-20,2022-06-26,2022-06-26,2022-07-03,7,7,1,L7_H7_S1,test
817,2022-06-21,2022-06-27,2022-06-27,2022-07-04,7,7,1,L7_H7_S1,test
818,2022-06-22,2022-06-28,2022-06-28,2022-07-05,7,7,1,L7_H7_S1,test
819,2022-06-23,2022-06-29,2022-06-29,2022-07-06,7,7,1,L7_H7_S1,test
820,2022-06-24,2022-06-30,2022-06-30,2022-07-07,7,7,1,L7_H7_S1,test
821,2022-06-25,2022-07-01,2022-07-01,2022-07-08,7,7,1,L7_H7_S1,test
822,2022-06-26,2022-07-02,2022-07-02,2022-07-09,7,7,1,L7_H7_S1,test
823,2022-06-27,2022-07-03,2022-07-03,2022-07-10,7,7,1,L7_H7_S1,test
824,2022-06-28,2022-07-04,2022-07-04,2022-07-11,7,7,1,L7_H7_S1,test
825,2022-06-29,2022-07-05,2022-07-05,2022-07-12,7,7,1,L7_H7_S1,test
826,2022-06-30,2022-07-06,2022-07-06,2022-07-13,7,7,1,L7_H7_S1,test
827,2022-07-01,2022-07-07,2022-07-07,2022-07-14,7,7,1,L7_H7_S1,test
828,2022-07-02,2022-07-08,2022-07-08,2022-07-15,7,7,1,L7_H7_S1,test
829,2022-07-03,2022-07-09,2022-07-09,2022-07-16,7,7,1,L7_H7_S1,test
830,2022-07-04,2022-07-10,2022-07-10,2022-07-17,7,7,1,L7_H7_S1,test
831,2022-07-05,2022-07-11,2022-07-11,2022-07-18,7,7,1,L7_H7_S1,test
832,2022-07-06,2022-07-12,2022-07-12,2022-07-19,7,7,1,L7_H7_S1,test
833,2022-07-07,2022-07-13,2022-07-13,2022-07-20,7,7,1,L7_H7_S1,test
834,2022-07-08,2022-07-14,2022-07-14,2022-07-21,7,7,1,L7_H7_S1,test
835,2022-07-09,2022-07-15,2022-07-15,2022-07-22,7,7,1,L7_H7_S1,test
836,2022-07-10,2022-07-16,2022-07-16,2022-07-23,7,7,1,L7_H7_S1,test
837,2022-07-11,2022-07-17,2022-07-17,2022-07-24,7,7,1,L7_H7_S1,test
838,2022-07-12,2022-07-18,2022-07-18,2022-07-25,7,7,1,L7_H7_S1,test
839,2022-07-13,2022-07-19,2022-07-19,2022-07-26,7,7,1,L7_H7_S1,test
840,2022-07-14,2022-07-20,2022-07-20,2022-07-27,7,7,1,L7_H7_S1,test
841,2022-07-15,2022-07-21,2022-07-21,2022-07-28,7,7,1,L7_H7_S1,test
842,2022-07-16,2022-07-22,2022-07-22,2022-07-29,7,7,1,L7_H7_S1,test
843,2022-07-17,2022-07-23,2022-07-23,2022-07-30,7,7,1,L7_H7_S1,test
844,2022-07-18,2022-07-24,2022-07-24,2022-07-31,7,7,1,L7_H7_S1,test
845,2022-07-19,2022-07-25,2022-07-25,2022-08-01,7,7,1,L7_H7_S1,test
846,2022-07-20,2022-07-26,2022-07-26,2022-08-02,7,7,1,L7_H7_S1,test
847,2022-07-21,2022-07-27,2022-07-27,2022-08-03,7,7,1,L7_H7_S1,test
848,2022-07-22,2022-07-28,2022-07-28,2022-08-04,7,7,1,L7_H7_S1,test
849,2022-07-23,2022-07-29,2022-07-29,2022-08-05,7,7,1,L7_H7_S1,test
850,2022-07-24,2022-07-30,2022-07-30,2022-08-06,7,7,1,L7_H7_S1,test
851,2022-07-25,2022-07-31,2022-07-31,2022-08-07,7,7,1,L7_H7_S1,test
852,2022-07-26,2022-08-01,2022-08-01,2022-08-08,7,7,1,L7_H7_S1,test
853,2022-07-27,2022-08-02,2022-08-02,2022-08-09,7,7,1,L7_H7_S1,test
854,2022-07-28,2022-08-03,2022-08-03,2022-08-10,7,7,1,L7_H7_S1,test
855,2022-07-29,2022-08-04,2022-08-04,2022-08-11,7,7,1,L7_H7_S1,test
856,2022-07-30,2022-08-05,2022-08-05,2022-08-12,7,7,1,L7_H7_S1,test
857,2022-07-31,2022-08-06,2022-08-06,2022-08-13,7,7,1,L7_H7_S1,test
858,2022-08-01,2022-08-07,2022-08-07,2022-08-14,7,7,1,L7_H7_S1,test
859,2022-08-02,2022-08-08,2022-08-08,2022-08-15,7,7,1,L7_H7_S1,test
860,2022-08-03,2022-08-09,2022-08-09,2022-08-16,7,7,1,L7_H7_S1,test
861,2022-08-04,2022-08-10,2022-08-10,2022-08-17,7,7,1,L7_H7_S1,test
862,2022-08-05,2022-08-11,2022-08-11,2022-08-18,7,7,1,L7_H7_S1,test
863,2022-08-06,2022-08-12,2022-08-12,2022-08-19,7,7,1,L7_H7_S1,test
864,2022-08-07,2022-08-13,2022-08-13,2022-08-20,7,7,1,L7_H7_S1,test
865,2022-08-08,2022-08-14,2022-08-14,2022-08-21,7,7,1,L7_H7_S1,test
866,2022-08-09,2022-08-15,2022-08-15,2022-08-22,7,7,1,L7_H7_S1,test
867,2022-08-10,2022-08-16,2022-08-16,2022-08-23,7,7,1,L7_H7_S1,test
868,2022-08-11,2022-08-17,2022-08-17,2022-08-24,7,7,1,L7_H7_S1,test
869,2022-08-12,2022-08-18,2022-08-18,2022-08-25,7,7,1,L7_H7_S1,test
870,2022-08-13,2022-08-19,2022-08-19,2022-08-26,7,7,1,L7_H7_S1,test
871,2022-08-14,2022-08-20,2022-08-20,2022-08-27,7,7,1,L7_H7_S1,test
872,2022-08-15,2022-08-21,2022-08-21,2022-08-28,7,7,1,L7_H7_S1,test
873,2022-08-16,2022-08-22,2022-08-22,2022-08-29,7,7,1,L7_H7_S1,test
874,2022-08-17,2022-08-23,2022-08-23,2022-08-30,7,7,1,L7_H7_S1,test
875,2022-08-18,2022-08-24,2022-08-24,2022-08-31,7,7,1,L7_H7_S1,test
876,2022-08-19,2022-08-25,2022-08-25,2022-09-01,7,7,1,L7_H7_S1,test
877,2022-08-20,2022-08-26,2022-08-26,2022-09-02,7,7,1,L7_H7_S1,test
878,2022-08-21,2022-08-27,2022-08-27,2022-09-03,7,7,1,L7_H7_S1,test
879,2022-08-22,2022-08-28,2022-08-28,2022-09-04,7,7,1,L7_H7_S1,test
880,2022-08-23,2022-08-29,2022-08-29,2022-09-05,7,7,1,L7_H7_S1,test
881,2022-08-24,2022-08-30,2022-08-30,2022-09-06,7,7,1,L7_H7_S1,test
882,2022-08-25,2022-08-31,2022-08-31,2022-09-07,7,7,1,L7_H7_S1,test
883,2022-08-26,2022-09-01,2022-09-01,2022-09-08,7,7,1,L7_H7_S1,test
884,2022-08-27,2022-09-02,2022-09-02,2022-09-09,7,7,1,L7_H7_S1,test
